employeeID ,education ,maritalStatus ,monthlyIncome ,numCompaniesWorked ,environmentSatisfaction ,trainingTimesLastYear 
689,1,Divorced,43250,1,4,2
805,3,Married,72600,1,4,2
130,3,Married,23220,7,4,0
3984,4,Single,20750,7,1,0
2801,4,Married,41520,9,1,3
626,3,Single,96190,4,3,2
1072,2,Single,135030,2,1,6
1048,3,Divorced,54410,9,4,6
3253,3,Divorced,52090,7,3,3
4234,2,Single,106730,1,3,2
5244,1,Divorced,50100,6,3,3
2887,1,Married,135490,3,4,3
456,5,Single,49990,3,2,2
4609,3,Married,42210,1,2,4
4664,4,Married,138720,9,3,3
821,4,Married,20420,7,3,6
2416,3,Single,20730,0,4,3
3104,3,Single,29560,8,4,6
4518,3,Divorced,29260,1,4,3
3991,3,Single,48090,2,4,2
1393,1,Divorced,51630,2,4,4
2338,4,Married,188440,1,1,3
1872,3,Married,181720,6,4,5
4200,3,Divorced,57440,3,2,4
4332,5,Married,28890,1,3,2
4141,2,Single,28710,1,4,2
4453,3,Single,74840,1,3,3
4930,3,Single,60740,0,2,2
5200,1,Single,173280,1,1,2
1230,3,Single,27740,4,2,2
2234,3,Single,45050,1,4,3
3060,3,Married,74280,5,4,2
4143,2,Single,116310,1,1,2
1324,4,Married,97380,0,4,2
2899,2,Divorced,28350,3,1,2
603,2,Married,169590,4,2,5
1402,2,Single,26130,6,4,2
5164,4,Single,61460,2,2,3
3183,4,Divorced,49630,9,4,2
2700,2,Married,195370,0,3,5
527,4,Divorced,61720,0,4,1
357,4,Single,23680,6,1,3
3511,3,Single,103120,1,NA,2
3789,4,Married,16750,1,1,6
449,3,Married,25230,3,4,2
3432,4,Married,65670,1,3,3
1654,3,Married,47390,5,3,2
4500,4,Divorced,92080,1,2,2
2818,3,Married,45590,1,3,2
1698,5,Divorced,81890,1,3,3
3582,3,Married,29420,8,4,1
2525,4,Married,49410,5,3,3
970,4,Married,106500,1,2,2
3202,4,Married,59020,0,3,2
566,5,Single,86390,5,1,3
3166,4,Married,63470,1,3,2
1473,3,Married,42000,0,3,3
1344,3,Married,34520,1,3,3
4875,3,Single,43170,7,4,2
5506,4,Single,26320,3,4,3
3283,1,Married,46680,9,4,2
3697,4,Single,32040,6,3,4
3750,3,Married,27200,4,3,3
718,1,Married,171810,1,3,2
884,3,Single,22380,6,1,3
609,3,Single,14830,5,3,3
1231,4,Single,56050,1,2,2
2519,2,Married,72950,1,2,3
3064,3,Divorced,23060,2,1,5
494,4,Single,23480,1,3,3
2993,2,Married,89980,1,3,2
3503,3,Single,43190,4,3,3
1544,2,Married,61320,6,2,3
2615,4,Divorced,33460,1,3,2
2644,3,Single,108550,3,3,2
1937,2,Married,22310,1,2,3
2702,5,Married,23230,0,3,2
1187,4,Married,20240,1,3,2
4298,3,Married,27130,1,4,2
4153,3,Married,94390,2,1,0
5052,5,Single,25660,9,4,3
5565,3,Single,199260,7,1,5
2528,4,Divorced,24510,1,1,3
139,4,Single,94190,1,3,5
4397,4,Married,86860,1,2,2
5259,4,Divorced,30380,2,2,3
1900,5,Divorced,30580,9,2,2
2750,3,Married,23250,7,1,1
5201,5,Divorced,20880,4,4,2
4329,3,Married,30720,5,3,4
4886,1,Married,50060,3,3,2
5437,2,Divorced,42570,4,4,2
3796,4,Divorced,25000,1,2,3
4852,2,Married,11020,6,4,3
1840,3,Married,104530,2,1,2
286,4,Single,22880,5,2,4
3944,3,Married,39290,0,1,6
4253,3,Married,23110,1,3,2
4619,2,Married,31400,1,4,2
3852,2,Divorced,36900,1,4,2
5150,3,Divorced,44500,0,4,3
3625,3,Married,27560,1,3,2
1528,3,Married,190330,2,3,5
828,5,Married,187220,0,1,3
5223,5,Married,95470,1,2,3
3643,2,Married,137340,0,2,3
4715,1,Married,199990,2,3,6
2769,3,Married,22790,3,4,3
2678,3,Divorced,59160,6,2,2
4879,3,Married,20890,5,1,2
2539,3,Married,167920,3,4,3
4165,4,Married,35640,5,3,1
4697,1,Single,44250,6,4,2
2474,3,Married,52650,4,4,4
5026,4,Married,65530,0,3,2
448,5,Single,62610,1,1,1
3139,3,Divorced,42980,1,1,6
1785,3,Married,68040,8,4,3
4221,3,Divorced,38150,3,4,3
1182,1,Single,27410,1,1,5
1071,4,Divorced,66730,6,1,2
3423,2,Married,76390,1,2,6
5055,5,Single,23280,1,1,3
3914,2,Divorced,21530,9,4,3
5039,4,Divorced,48760,4,1,4
5453,3,Single,93960,1,3,6
4251,3,Single,104000,1,4,2
4230,4,Married,84740,0,3,3
3382,3,Single,99810,1,4,3
591,4,Married,124900,0,2,3
2415,3,Divorced,26570,4,2,3
3062,3,Divorced,135910,5,3,2
2107,4,Married,66960,7,4,3
830,3,Single,20580,1,2,5
1435,2,Divorced,88650,1,2,0
2614,1,Single,59400,7,3,2
2122,3,Single,59140,3,3,4
4150,4,Divorced,26220,2,3,3
4735,3,Married,121850,3,2,2
3546,1,Married,106090,1,4,3
5531,2,Married,43450,4,1,3
4597,4,Married,21770,4,4,4
3732,2,Married,27930,1,4,4
3825,4,Single,79180,2,2,3
3162,3,Married,87890,1,4,4
302,3,Married,23890,6,3,4
4488,2,Married,32120,1,3,3
1708,4,Divorced,192320,2,1,3
3460,3,Single,22670,1,3,2
5194,4,Single,195170,2,4,5
2381,3,Single,24360,4,3,3
4923,3,Single,160640,1,4,3
2451,3,Single,27070,1,1,2
1669,4,Married,190680,0,4,1
2564,3,Divorced,39310,8,4,2
1696,3,Married,37300,1,3,4
3240,3,Married,22320,1,3,2
735,4,Single,44650,0,2,3
5114,4,Married,30720,5,1,3
470,1,Married,33190,1,3,3
4726,1,Married,192020,1,3,5
4517,3,Married,136750,1,3,5
3790,4,Married,29110,2,4,3
532,2,Single,59570,4,4,2
528,3,Divorced,39200,6,3,3
3378,4,Divorced,64340,5,3,3
2762,3,Single,100480,1,3,2
4254,2,Divorced,109380,6,4,2
1406,1,Single,23400,0,NA,2
3169,4,Single,65450,4,2,2
2393,4,Divorced,69310,1,3,3
5470,1,Divorced,48980,4,1,3
4569,4,Single,25930,0,3,2
5078,3,Single,194360,1,4,4
2023,5,Single,27230,6,4,2
669,2,Single,34790,3,2,3
313,1,Divorced,27940,3,4,2
3567,1,Divorced,52490,9,4,2
4665,3,Married,21760,1,3,2
4655,3,Divorced,168720,2,1,2
2523,4,Married,34850,9,3,2
5211,3,Married,66440,1,4,3
997,4,Single,55820,1,4,3
4162,3,Married,40000,4,1,5
2596,3,Married,134960,3,4,3
3011,3,Married,32100,0,3,5
856,3,Divorced,190450,6,4,2
2905,3,Divorced,118490,1,4,3
440,3,Divorced,20700,1,3,1
2837,2,Married,65020,1,3,3
907,4,Single,32300,1,2,3
1253,3,Married,136030,8,3,2
4588,4,Divorced,119960,1,3,3
890,3,Married,56050,0,2,0
882,2,Single,63970,1,4,3
382,4,Single,191440,0,2,3
2521,3,Married,175840,1,4,2
4611,3,Married,49070,1,2,2
5573,4,Single,45540,2,1,3
1336,3,Single,54150,7,3,1
2516,3,Single,47410,6,4,3
3442,3,Married,21150,1,4,3
4432,3,Married,31610,0,1,0
2643,3,Divorced,57450,1,2,4
937,4,Married,23730,6,4,3
5521,3,Married,33100,4,1,3
5171,4,Single,186650,3,3,3
4716,3,Married,44850,5,1,2
1964,2,Married,27890,3,3,2
4120,1,Divorced,58280,1,2,0
480,2,Single,23260,8,2,3
199,1,Single,135250,8,2,4
2351,4,Married,14200,1,1,2
2493,3,Married,80200,3,4,2
5434,2,Married,36880,0,4,3
1998,4,Single,54820,1,3,3
2088,3,Single,160150,1,4,3
1745,2,Single,12000,0,2,3
4122,2,Married,56610,3,4,2
1628,3,Single,69290,9,4,6
5089,4,Divorced,96130,0,2,5
346,3,Married,56740,3,2,6
4338,1,Single,54840,1,2,6
2842,2,Married,120610,2,3,2
578,2,Divorced,56600,7,1,3
1792,3,Married,48210,6,1,2
1812,2,Married,64100,1,3,5
4762,3,Married,52100,1,4,1
5107,4,Married,26950,3,3,4
4663,4,Married,118780,2,2,2
4436,3,Single,170680,3,4,6
4355,3,Married,24550,1,3,2
4095,3,Divorced,139640,1,1,1
4918,1,Divorced,49410,9,4,2
3445,3,Married,24780,6,3,0
225,2,Married,52280,2,1,4
4547,2,Single,44780,0,4,3
1404,3,Single,75470,7,3,2
1275,2,Divorced,50550,5,3,2
4443,3,Single,34640,1,4,3
5368,4,Single,57750,1,3,2
3405,3,Divorced,89430,8,4,6
3218,3,Married,192720,9,1,2
1679,4,Single,52380,1,2,4
2908,4,Married,46820,1,1,3
5551,3,Married,183000,0,3,6
4271,4,Married,52570,1,2,2
3809,3,Married,63490,0,3,3
129,4,Married,48690,4,1,2
2045,3,Married,99850,1,1,3
3233,5,Married,36970,3,4,1
2853,3,Single,74570,3,3,1
4819,4,Married,21190,9,2,3
1657,4,Divorced,39830,4,4,3
383,4,Single,61180,0,4,3
1014,2,Single,62140,1,1,3
2233,1,Divorced,63470,1,1,2
2389,4,Single,115100,0,1,5
602,4,Divorced,71430,2,4,6
986,4,Married,82680,1,4,3
2537,2,Divorced,80950,1,1,3
2347,2,Single,29040,4,1,2
2941,1,Married,60320,0,4,2
2257,3,Divorced,29760,1,1,3
1804,4,Single,159920,3,4,3
979,3,Married,46490,0,4,2
5532,1,Married,26960,3,3,3
1754,1,Single,23700,2,1,3
2606,3,Married,125040,1,2,2
443,3,Single,59740,7,2,6
3779,2,Divorced,47360,0,3,3
2461,3,Divorced,52960,4,3,3
5541,3,Divorced,67810,0,4,2
2753,4,Married,21740,3,1,3
742,4,Single,66530,7,4,2
3052,3,Married,96990,8,3,3
135,3,Divorced,67550,7,1,2
1560,1,Single,22130,1,3,4
3121,4,Single,26100,1,4,3
904,3,Single,28510,9,3,2
700,3,Single,34520,2,1,4
2316,3,Married,52580,0,3,5
708,4,Married,93550,0,1,4
1421,2,Divorced,104960,1,4,2
1554,2,Married,63800,6,4,1
2290,1,Single,26570,2,4,3
1058,4,Divorced,27160,0,4,2
3711,2,Single,22010,4,2,3
3870,2,Married,65400,1,2,2
3347,3,Married,38160,1,3,2
2708,4,Divorced,52530,1,3,2
1808,4,Single,109650,1,3,5
2896,2,Single,49360,0,1,2
755,2,Married,25430,3,2,3
2646,3,Married,53040,1,3,3
2933,3,Divorced,166590,7,3,2
1807,2,Married,42600,1,4,2
3498,1,Married,24760,1,2,2
134,3,Single,31020,1,3,3
3593,3,Married,22440,1,4,5
4257,4,Single,75960,9,2,0
2334,4,Single,22850,0,3,3
5548,2,Single,30340,7,2,3
1353,3,Married,57150,6,4,0
3701,4,Single,25760,8,4,3
714,4,Married,41970,1,3,3
5056,4,Married,143360,1,1,3
4335,2,Married,34480,1,3,3
1573,4,Married,194060,3,3,2
507,5,Divorced,65380,2,3,3
617,2,Single,43060,0,4,2
5575,3,Married,22580,1,4,2
4341,3,Single,45220,8,1,3
1949,2,Divorced,44870,1,3,5
4222,2,Divorced,44490,NA,4,3
1761,1,Married,22180,1,NA,1
3966,4,Single,191970,1,3,2
5280,3,Married,132120,4,1,4
249,4,Married,65770,1,4,1
1222,3,Single,83920,1,1,5
2167,2,Single,45580,1,3,2
2178,4,Divorced,40310,3,4,3
4604,3,Married,79690,0,2,3
5257,4,Married,26540,0,3,5
4943,3,Married,165550,8,3,4
4880,3,Single,45560,2,4,4
2498,4,Married,60910,1,2,6
3551,3,Divorced,195660,6,1,2
5471,3,Divorced,48100,8,3,3
3144,3,Married,45230,5,2,5
2645,4,Married,32020,2,4,2
2259,3,Married,23510,1,4,4
4497,4,Married,17020,5,4,2
4428,4,Married,180410,3,3,3
439,4,Married,28860,1,4,5
4979,2,Married,20970,1,2,5
151,2,Divorced,119350,1,3,6
838,3,Divorced,25460,1,3,2
1008,4,Single,25640,1,4,3
4558,4,Single,84120,1,3,2
1799,1,Divorced,141180,2,4,3
2352,4,Married,170460,7,4,3
1294,2,Divorced,25640,0,2,3
4204,3,Married,102660,1,3,3
4118,3,Single,50700,4,4,6
461,2,Divorced,178610,2,3,2
1362,2,Married,42300,0,1,0
2406,3,Divorced,37800,7,2,2
2298,2,Single,27680,0,3,0
2001,3,Married,90710,0,4,2
2597,2,Married,106480,3,1,1
3141,1,Married,136100,4,3,4
5236,3,Married,34080,1,1,2
3230,2,Divorced,29830,7,4,2
4464,4,Married,76320,1,1,3
5124,2,Single,98240,1,1,2
1526,4,Divorced,99500,1,1,3
3599,4,Married,20930,3,4,2
2995,3,Married,99800,1,3,1
4807,1,Single,38940,1,3,3
889,4,Single,40510,5,3,3
4804,2,Married,168350,3,3,3
1441,4,Married,62300,2,1,2
4722,2,Married,47170,1,3,3
1327,4,Single,132370,5,4,2
2768,4,Divorced,37550,1,1,2
4435,4,Divorced,65820,1,3,3
1707,1,Single,74060,6,4,2
3802,3,Divorced,48050,3,4,2
1712,4,Married,27410,0,3,3
3055,3,Married,42620,7,2,2
2232,2,Divorced,161840,0,4,2
216,4,Single,115570,1,2,0
3268,3,Married,18780,1,4,2
4846,1,Single,109320,1,3,3
536,3,Single,68110,1,3,4
5147,3,Single,43060,2,1,3
2320,3,Divorced,48590,1,4,3
3704,2,Single,53370,1,1,2
3747,4,Married,23400,2,4,2
4494,4,Single,74910,0,3,3
3024,3,Divorced,105270,4,4,3
2048,2,Single,165950,6,4,2
3131,4,Divorced,88340,4,3,1
3246,3,Single,55770,0,4,3
2925,4,Divorced,47070,1,3,4
1777,3,Married,24000,4,3,3
373,3,Married,98240,0,3,2
2354,4,Married,64470,6,2,3
4267,2,Single,195020,3,4,3
1627,4,Single,27250,9,3,4
1413,4,Married,62720,1,1,3
642,3,Married,21270,1,4,3
1965,4,Single,182000,0,2,3
1664,4,Single,20960,7,3,2
2889,4,Divorced,28860,3,2,4
2552,4,Single,20330,2,4,5
2653,2,Single,36220,1,4,0
3125,4,Married,42330,1,3,5
2287,3,Single,36810,3,2,2
3310,1,Divorced,54600,6,3,3
666,3,Divorced,21870,1,1,1
1270,3,Married,96020,1,4,3
2658,2,Single,28360,0,3,3
173,1,Married,40890,0,1,2
1875,3,Married,166270,3,4,5
4791,3,Single,26190,6,4,3
4502,3,Married,56790,0,3,2
4037,2,Married,154020,4,4,3
1873,1,Single,59850,2,4,1
2639,2,Single,25790,9,2,1
5379,4,Married,30410,1,2,2
4727,1,Single,34470,0,1,5
416,2,Divorced,195130,1,4,1
2165,3,Single,27730,1,3,3
3801,1,Single,71040,1,4,3
4978,3,Married,63220,4,1,2
413,3,Married,20830,0,3,3
1201,3,Married,83810,4,4,3
3302,2,Single,26910,6,4,6
3688,1,Divorced,42860,9,3,6
1725,2,Divorced,26590,0,4,2
2053,3,Single,94340,1,3,3
2706,4,Divorced,55610,0,3,2
2808,2,Single,66460,1,3,2
2110,2,Divorced,77250,1,3,2
1864,4,Divorced,107250,3,2,5
3829,3,Single,88470,1,3,3
3231,2,Married,20450,3,4,3
2999,4,Married,10090,7,3,3
852,4,Married,33480,3,2,2
5493,2,Married,12810,2,1,2
4906,1,Single,28190,1,4,2
975,3,Married,48510,8,3,2
4245,1,Single,40280,3,4,3
2160,4,Single,27200,1,4,2
2183,4,Married,81200,0,4,2
1063,4,Single,46470,3,4,3
4365,3,Single,46800,6,1,0
1330,4,Married,32210,4,4,2
4686,2,Divorced,86210,1,1,1
5501,3,Divorced,45770,5,2,3
4326,3,Married,45530,4,2,2
1434,2,Single,53960,7,3,2
1363,2,Married,67960,0,4,2
1278,3,Divorced,76250,1,4,2
4711,4,Single,74120,1,3,4
2868,3,Married,111590,1,3,2
3836,2,Married,49600,1,4,3
2219,4,Married,104750,3,1,3
1787,3,Married,148140,2,2,2
4333,3,Divorced,191410,3,4,2
2033,2,Married,54050,7,3,3
2360,3,Married,87930,6,2,2
2410,4,Married,191890,0,3,3
3886,2,Married,38750,3,3,3
4733,4,Married,22160,2,1,2
701,1,Married,117130,2,4,2
1243,2,Single,78610,1,1,1
810,4,Married,37080,1,4,2
3054,5,Single,137700,1,4,3
244,2,Single,53040,0,1,2
1257,3,Married,26420,0,NA,3
1276,2,Married,27590,9,3,6
3759,5,Single,68040,4,1,1
3815,4,Single,61420,2,3,2
5562,4,Married,25000,4,1,2
3199,4,Single,63890,0,3,2
4646,3,Single,111030,1,2,5
1764,5,Single,23420,3,1,2
1649,2,Single,68110,0,3,2
1215,3,Single,22970,6,4,2
4293,3,Married,24500,3,4,2
5463,3,Divorced,50930,2,2,3
3009,3,Single,53090,3,1,5
5481,3,Single,30570,1,2,3
5111,3,Divorced,51210,7,4,4
3448,3,Single,168560,3,1,3
1860,1,Divorced,26860,5,4,3
1498,3,Single,61800,1,1,2
1757,4,Married,66320,0,2,3
1926,3,Single,35050,1,1,2
3275,3,Married,63970,4,3,3
1212,4,Married,62740,7,1,0
5465,4,Married,198590,3,1,3
4066,4,Single,75870,0,3,5
5598,4,Married,42580,2,1,2
1625,2,Married,43640,3,1,3
4620,1,Married,43350,1,4,5
1264,3,Married,53260,4,4,2
883,2,Married,32800,5,4,3
4593,3,Married,54850,2,2,2
1418,2,Divorced,43420,3,3,6
3663,3,Divorced,27820,1,1,5
5140,1,Divorced,59800,4,1,2
1198,4,Single,43810,2,1,1
2697,3,Single,25720,1,3,3
4770,2,Divorced,38330,2,2,1
1850,4,Single,42440,9,4,3
2441,4,Married,65000,6,2,5
1429,2,Married,184300,4,2,5
4454,3,Divorced,16010,4,3,3
759,4,Married,26940,1,1,3
366,4,Divorced,31490,2,4,1
5141,2,Single,176390,0,4,0
1507,3,Single,23190,3,3,4
1871,4,Single,116910,4,4,2
3716,3,Married,53240,2,1,2
4032,4,Divorced,167520,2,3,3
5014,1,Single,52280,1,4,2
1380,3,Married,27000,0,4,2
1263,4,Single,192460,3,4,5
1798,2,Married,25060,8,4,3
4489,4,Single,60620,1,1,2
3954,3,Married,43820,7,1,2
2450,3,Divorced,21430,1,3,2
3372,1,Married,61620,0,2,5
3153,3,Divorced,50940,3,3,5
2372,4,Divorced,68770,7,2,3
4897,3,Married,22740,3,1,5
3971,3,Single,44340,5,1,1
4833,1,Single,62880,0,1,2
264,4,Married,25530,1,4,4
2308,3,Single,76540,2,2,3
3538,3,Married,51600,1,4,3
5094,2,Single,171590,5,2,1
1558,2,Divorced,128080,1,3,6
3053,2,Divorced,102210,0,3,2
4866,3,Married,47790,0,4,6
3217,2,Married,37370,8,1,2
2530,4,Married,23660,3,3,5
1961,3,Single,17060,7,3,3
827,4,Divorced,163070,1,1,3
3075,3,Single,59330,0,3,3
5227,4,Married,34240,4,3,3
4912,1,Married,40370,0,4,2
4749,1,Married,25590,1,3,3
4317,4,Single,62010,2,4,2
4325,3,Single,44030,2,3,3
260,3,Divorced,37610,3,2,3
5225,3,Single,109340,6,1,2
5102,1,Married,107610,3,4,5
3510,1,Single,51750,4,2,2
2791,2,Married,138260,8,3,1
4957,4,Single,63340,1,4,2
2085,4,Single,49360,0,1,2
5144,3,Single,47750,3,4,3
4643,3,Married,28180,1,4,2
2230,3,Single,25150,1,4,3
1484,3,Single,23420,1,3,2
3000,5,Married,41940,0,2,3
2054,3,Married,106850,4,3,2
4848,2,Married,20220,1,1,1
4739,3,Married,23140,3,3,5
570,1,Single,42560,1,4,1
3665,3,Married,35800,4,4,1
3860,4,Married,31620,2,4,1
1022,1,Married,65240,0,1,2
5151,3,Married,28990,1,2,3
4004,5,Single,52310,1,3,4
5427,2,Divorced,23560,0,3,5
1895,3,Divorced,28000,3,4,0
4424,3,Divorced,118360,1,1,2
3203,1,Married,109030,0,2,3
4403,4,Married,29730,3,4,0
111,3,Single,142750,3,3,5
4659,4,Divorced,55620,8,3,2
1617,4,Married,45370,6,3,5
4228,1,Married,76420,2,1,2
1532,3,Married,179240,1,2,2
845,3,Married,52040,3,3,2
3173,2,Single,22770,1,4,2
3137,3,Married,27950,3,3,4
2035,3,Divorced,25320,1,1,2
2968,3,Married,25590,0,3,2
5022,3,Married,49080,4,3,3
3586,4,Married,23800,4,4,5
1137,5,Married,47650,8,3,4
2722,3,Single,20440,1,1,2
2873,1,Married,26930,1,3,6
1172,2,Married,65860,9,2,3
5466,3,Married,32940,1,1,6
3857,2,Married,41710,0,3,4
3816,3,Single,27780,2,2,5
1877,3,Single,23770,6,2,3
951,3,Single,24040,1,2,3
4352,2,Single,23180,3,1,4
3243,2,Married,20080,2,4,3
3085,1,Divorced,62440,1,1,3
770,2,Married,27990,4,3,0
3957,2,Married,105520,2,4,2
657,3,Married,23290,3,1,2
1053,2,Single,40140,8,4,3
4935,3,Married,74030,1,2,4
2286,1,Married,22590,1,4,2
5260,4,Married,69320,1,4,5
1018,1,Divorced,46780,5,4,0
4281,3,Married,135820,1,3,3
4621,4,Single,23320,1,4,2
713,3,Married,24130,1,3,2
5377,2,Married,97050,1,2,3
2747,3,Married,42940,2,2,2
5428,2,Married,47210,3,2,3
1098,3,Divorced,25190,0,2,2
3566,3,Married,21210,1,2,2
5361,2,Single,29730,1,3,2
2370,4,Married,58550,1,1,3
3152,3,Single,36170,7,4,5
4837,1,Married,67250,9,3,3
4734,4,Divorced,103250,1,3,3
1565,4,Married,69490,1,3,2
3087,2,Married,106090,2,2,2
267,1,Divorced,44470,1,4,4
3940,3,Married,21570,1,2,1
4877,3,Divorced,46010,0,2,2
1646,1,Single,170990,1,3,2
2414,5,Single,24790,1,2,2
531,4,Married,148520,3,4,3
4225,4,Divorced,72640,0,3,5
1345,1,Married,56660,1,1,2
1616,3,Married,78230,1,3,3
2929,4,Married,78800,3,3,2
1221,3,Single,131940,0,1,2
2237,3,Divorced,50670,1,4,3
1190,4,Married,50790,3,4,3
940,3,Married,23210,9,4,0
3798,3,Married,174440,1,2,4
655,3,Single,24040,6,3,2
1295,2,Married,34520,4,1,2
4921,4,Married,22700,2,3,2
4561,3,Divorced,173990,6,1,3
3674,3,Single,54880,1,1,6
1944,4,Married,194190,7,2,2
2906,3,Single,28110,2,4,3
2456,4,Single,36330,3,1,0
2761,1,Single,41630,9,3,4
5528,3,Married,21320,4,2,1
1490,1,Divorced,139730,1,4,3
2155,3,Married,26840,4,4,2
2376,2,Married,108450,3,1,4
5367,2,Divorced,43770,5,4,2
4869,4,Single,37430,1,3,2
4903,3,Divorced,41480,1,4,3
2144,3,Single,10510,2,1,2
2723,2,Married,107390,2,3,3
1120,4,Married,103880,0,4,2
4390,2,Divorced,114160,6,4,2
1302,3,Married,26000,3,2,5
3113,4,Married,24220,1,3,2
5006,4,Single,54720,3,4,3
4371,2,Married,24510,7,4,3
4898,2,Divorced,42400,1,1,2
1966,3,Divorced,109990,1,4,3
4052,4,Divorced,50030,0,4,5
1896,4,Married,127420,1,1,4
794,4,Divorced,42270,4,4,3
2609,2,Single,39170,1,4,2
2942,4,Divorced,183030,6,2,2
3960,3,Single,23800,4,3,3
180,4,Single,137260,3,4,6
3143,3,Single,47770,1,4,3
4425,2,Divorced,63850,1,3,6
2258,2,Married,199730,6,1,2
2136,3,Divorced,68610,4,3,2
5329,3,Single,49690,1,4,3
5342,2,Married,198450,7,4,3
649,3,Married,133200,3,2,2
4340,2,Married,63470,2,4,3
5030,3,Single,27430,1,4,2
5203,2,Single,108800,1,4,5
1206,1,Divorced,23420,5,1,2
3005,3,Married,176500,1,2,6
2147,4,Divorced,40250,3,3,5
257,3,Married,97250,1,2,0
4104,3,Divorced,119040,1,3,4
736,2,Married,21770,1,2,5
218,2,Divorced,75250,1,3,2
936,3,Married,48340,1,3,1
5184,3,Single,20420,0,1,2
3522,4,Married,22200,1,4,2
1621,3,Married,10520,1,3,3
4847,4,Single,28210,1,4,3
5002,2,Married,192370,9,4,2
1163,4,Single,41070,3,3,2
2121,3,Married,83960,3,3,3
3106,2,Married,20070,1,4,2
3156,3,Married,196270,7,3,1
798,1,Married,106860,1,4,2
1431,4,Single,29420,1,4,4
3928,1,Married,88580,6,1,2
4279,2,Married,167560,1,2,5
4410,2,Married,107980,NA,3,5
459,2,Married,23230,2,2,2
2720,3,Divorced,14160,1,2,3
2586,3,Single,46150,6,3,3
4018,4,Married,24610,2,4,4
3095,4,Married,87220,1,2,3
640,2,Married,39550,7,3,5
4252,4,Divorced,99570,4,3,1
2080,3,Divorced,33760,5,2,3
2148,3,Single,88230,6,1,3
4851,4,Single,103220,1,3,2
2675,3,Single,46210,2,4,3
301,3,Married,109760,1,4,3
2967,3,Married,36600,3,4,0
1867,3,Single,104820,1,2,6
2002,4,Married,71190,4,3,2
4012,3,Single,95820,0,4,2
503,4,Married,45080,0,1,5
5352,3,Divorced,22070,6,3,4
2742,2,Married,77560,1,1,3
5248,3,Single,66940,1,3,2
3393,3,Single,36910,1,2,3
5277,4,Single,23770,8,4,2
2598,3,Divorced,23130,2,3,5
4635,2,Married,176650,0,4,5
2235,4,Single,25960,8,4,4
4021,4,Single,47280,3,4,4
2680,3,Single,43020,2,1,3
780,3,Married,29790,4,3,3
5128,4,Married,168850,2,1,2
2350,4,Divorced,55930,1,4,3
3631,1,Married,104450,3,3,3
4226,4,Single,87400,2,2,2
319,2,Married,25140,3,2,2
4049,4,Married,76550,9,3,3
3765,3,Divorced,174650,8,2,3
1359,2,Married,73510,8,3,3
5586,3,Divorced,108200,5,4,2
5613,3,Divorced,121690,1,3,2
972,4,Divorced,196260,1,4,5
2664,4,Married,20700,4,1,2
3997,2,Single,67820,0,2,2
4508,2,Single,77790,5,4,2
2527,2,Single,27910,1,2,3
4698,2,Married,32010,1,4,3
2015,3,Married,49680,1,3,3
2182,5,Married,131200,1,1,6
2574,4,Married,40330,2,1,2
3669,1,Married,32910,1,2,2
3439,4,Divorced,42720,7,3,3
1880,3,Married,50560,7,4,2
694,4,Divorced,28440,1,3,2
693,2,Divorced,27030,2,3,2
2744,4,Single,19040,1,3,4
1043,5,Married,82240,6,4,3
1976,3,Married,47660,1,3,3
2977,4,Single,26100,7,3,2
592,2,Single,57310,8,2,2
4299,2,Married,25390,4,3,3
4458,4,Married,57140,5,2,2
792,1,Divorced,43230,2,2,3
1525,4,Divorced,73360,5,1,3
4050,1,Married,134990,4,4,2
171,3,Single,137580,1,4,5
2403,1,Divorced,51550,2,3,3
4652,5,Single,22580,4,1,2
3838,3,Single,35970,3,2,2
3195,1,Divorced,25150,0,3,2
3620,3,Single,44200,9,1,3
525,1,Married,65780,0,4,3
5308,3,Married,44220,4,4,2
1535,2,Divorced,102740,4,3,3
2580,3,Married,53430,1,2,5
1171,4,Divorced,23760,4,2,3
5054,1,Married,53460,0,2,3
1467,5,Divorced,28270,8,3,3
3770,4,Divorced,199430,2,2,3
1645,4,Married,31310,4,4,3
4565,4,Married,25520,2,1,2
4896,2,Married,44770,1,3,6
4696,3,Married,64740,2,2,3
5191,3,Single,30330,1,3,2
692,4,Married,29360,2,1,3
717,3,Single,186060,1,2,4
1835,3,Married,21680,0,4,2
5561,2,Divorced,28530,4,1,5
2863,4,Married,170480,4,NA,3
5208,3,Married,22900,4,4,5
599,3,Married,36000,1,1,2
4233,4,Single,21070,0,4,2
1504,2,Married,41150,1,4,1
2413,4,Single,43270,8,4,4
3590,3,Married,178560,3,3,2
5415,2,Single,31960,4,2,3
2194,3,Divorced,190810,3,4,2
4304,3,Divorced,89660,1,3,3
1874,3,Divorced,22100,8,4,4
367,4,Single,45390,4,4,5
564,1,Single,27410,7,3,3
5387,1,Divorced,34910,2,1,0
2205,3,Married,45410,1,2,4
4358,2,Married,26780,1,4,3
3032,3,Married,73790,7,1,3
3286,3,Married,62720,4,4,3
141,2,Single,52200,1,4,3
4572,4,Married,27430,5,3,1
1075,4,Married,49980,0,4,3
2736,3,Divorced,102520,8,4,3
4955,3,Married,27810,8,2,2
1451,2,Married,68520,1,2,2
5451,4,Single,49500,1,2,3
2482,2,Single,35790,1,4,3
3847,3,Married,131910,1,2,2
5413,4,Divorced,103770,1,2,2
2267,2,Married,22350,2,3,2
